ensembl_id	ensembl_strand	ensembl_bp_start	ensembl_bp_end	transcript_biotype	HGNC	ensembl_chromosome
ENSG00000253656	-1	131607545	131667958	lincRNA	-	8
ENSG00000155897	-1	131792547	132054672	protein_coding	ADCY8	8
ENSG00000132294	1	132916335	133025889	protein_coding+processed_transcript+retained_intron	EFR3A	8
ENSG00000132297	-1	133073733	133123406	retained_intron+protein_coding	HHLA1	8
ENSG00000184156	-1	133139193	133493200	protein_coding+retained_intron	KCNQ3	8
ENSG00000253521	-1	133572745	133573726	lincRNA	HPYR1	8
ENSG00000129295	-1	133584320	133687838	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	LRRC6	8
ENSG00000165071	-1	133697253	133772958	processed_transcript+protein_coding+retained_intron	TMEM71	8
ENSG00000129292	1	133787618	133861052	protein_coding+retained_intron+nonsense_mediated_decay	PHF20L1	8
ENSG00000042832	1	133879203	134147147	nonsense_mediated_decay+protein_coding+retained_intron+processed_transcript	TG	8
ENSG00000155926	-1	134048973	134115298	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	SLA	8
ENSG00000104415	1	134203282	134240603	protein_coding+nonsense_mediated_decay	WISP1	8
ENSG00000104419	-1	134249414	134314265	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	NDRG1	8
ENSG00000008513	-1	134467091	134584183	protein_coding+retained_intron+processed_transcript	ST3GAL1	8
ENSG00000253165	-1	134787794	134789595	lincRNA	-	8
ENSG00000066827	-1	135490031	135725292	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	ZFAT	8
ENSG00000131773	1	136469700	136668965	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	KHDRBS3	8
ENSG00000147724	-1	139142266	139509065	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	FAM135B	8
ENSG00000169436	-1	139600478	139926249	processed_transcript+protein_coding	COL22A1	8
ENSG00000169427	-1	140613081	140715299	protein_coding+processed_transcript	KCNK9	8
ENSG00000250733	1	140943416	140946190	protein_coding	C8orf17	8
ENSG00000167632	-1	140742586	141468678	protein_coding+processed_transcript+retained_intron	TRAPPC9	8
ENSG00000104472	1	141521397	141527236	protein_coding+retained_intron	CHRAC1	8
ENSG00000259758	-1	141530255	141539600	antisense	-	8
ENSG00000123908	-1	141541264	141645718	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	EIF2C2	8
ENSG00000169398	-1	141667999	142012315	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	PTK2	8
ENSG00000105339	1	142127377	142205907	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	DENND3	8
ENSG00000022567	-1	142217265	142318404	protein_coding+processed_transcript	SLC45A4	8
ENSG00000253595	1	142350648	142354720	antisense	-	8
ENSG00000204882	-1	142366600	142377367	protein_coding	GPR20	8
ENSG00000184489	1	142402093	142441620	protein_coding	PTP4A3	8
ENSG00000254008	1	143279717	143290364	antisense	LINC00051	8
ENSG00000171045	-1	143293441	143484601	protein_coding+processed_transcript	TSNARE1	8
ENSG00000181790	1	143530791	143626370	protein_coding+nonsense_mediated_decay+retained_intron	BAI1	8
ENSG00000198576	-1	143692410	143695833	protein_coding	ARC	8
ENSG00000253753	1	143719949	143722027	antisense	-	8
ENSG00000234616	-1	143738874	143763386	processed_transcript	JRK	8
ENSG00000160886	1	143781529	143786545	protein_coding+processed_transcript	LY6K	8
ENSG00000253741	-1	143783670	143808391	antisense	-	8
ENSG00000130193	1	143808621	143818345	protein_coding+nonsense_mediated_decay+retained_intron	C8orf55	8
ENSG00000126233	-1	143822362	143823829	protein_coding	SLURP1	8
ENSG00000180155	-1	143845752	143859640	protein_coding+processed_transcript	LYNX1	8
ENSG00000167656	-1	143866296	143868008	protein_coding+retained_intron+processed_transcript	LY6D	8
ENSG00000104499	1	143915663	143997922	protein_coding	GML	8
ENSG00000160882	-1	143953772	143961262	retained_intron+protein_coding	CYP11B1	8
ENSG00000179142	-1	143991975	143999259	protein_coding	CYP11B2	8
ENSG00000247317	-1	144063155	144099854	processed_transcript	-	8
ENSG00000160932	1	144099399	144105249	protein_coding+processed_transcript	LY6E	8
ENSG00000177335	1	144120626	144141359	processed_transcript+nonsense_mediated_decay+protein_coding+retained_intron	C8orf31	8
ENSG00000176956	-1	144239331	144242128	protein_coding+retained_intron	LY6H	8
ENSG00000182851	1	144295068	144299044	protein_coding	GPIHBP1	8
ENSG00000181638	1	144328991	144358573	protein_coding+processed_transcript	ZFP41	8
ENSG00000253716	-1	144362331	144363860	antisense	-	8
ENSG00000185730	1	144371846	144380231	protein_coding+nonsense_mediated_decay	ZNF696	8
ENSG00000184428	-1	144386554	144442149	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	TOP1MT	8
ENSG00000254389	-1	144448801	144450718	antisense	C8orf51	8
ENSG00000158106	1	144451057	144466390	protein_coding+retained_intron	RHPN1	8
ENSG00000014164	-1	144519825	144623623	protein_coding+processed_transcript	ZC3H3	8
ENSG00000104518	1	144635377	144645232	protein_coding+retained_intron	GSDMD	8
ENSG00000204839	-1	144648357	144655141	protein_coding+retained_intron+processed_transcript	C8orf73	8
ENSG00000255050	1	144655660	144659567	antisense	-	8
ENSG00000147813	-1	144656955	144660819	retained_intron+processed_transcript+protein_coding+nonsense_mediated_decay	NAPRT1	8
ENSG00000254741	1	144661806	144662840	antisense	-	8
ENSG00000104529	-1	144661867	144681711	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	EEF1D	8
ENSG00000179886	1	144680074	144682485	protein_coding	TIGD5	8
ENSG00000104524	-1	144686083	144691943	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	PYCRL	8
ENSG00000104522	-1	144694788	144700218	protein_coding+retained_intron+nonsense_mediated_decay	TSTA3	8
ENSG00000183309	1	144718183	144738588	protein_coding	ZNF623	8
ENSG00000181097	1	144778324	144780583	antisense	-	8
ENSG00000181135	1	144766622	144796068	retained_intron+nonsense_mediated_decay+protein_coding+processed_transcript	ZNF707	8
ENSG00000181085	1	144798429	144804628	protein_coding+retained_intron	MAPK15	8
ENSG00000180921	-1	144806103	144815971	protein_coding+nonsense_mediated_decay	FAM83H	8
ENSG00000180900	-1	144873090	144897549	protein_coding+retained_intron+processed_transcript	SCRIB	8
ENSG00000227184	-1	144939497	144952632	protein_coding	EPPK1	8
ENSG00000178209	-1	144989321	145050902	protein_coding+retained_intron	PLEC	8
ENSG00000178719	1	145064226	145067583	protein_coding+retained_intron	GRINA	8
ENSG00000178685	-1	145051321	145086940	retained_intron+protein_coding+nonsense_mediated_decay+processed_transcript	PARP10	8
ENSG00000186583	1	145086582	145101933	protein_coding	SPATC1	8
ENSG00000178814	-1	145106167	145115606	processed_transcript+retained_intron	OPLAH	8
ENSG00000178896	1	145133529	145135550	protein_coding	EXOSC4	8
ENSG00000197858	1	145137493	145141119	nonsense_mediated_decay+processed_transcript+protein_coding+retained_intron	GPAA1	8
ENSG00000179091	1	145149930	145152428	protein_coding+retained_intron	CYC1	8
ENSG00000179526	-1	145153536	145163027	protein_coding+retained_intron+processed_transcript	SHARPIN	8
ENSG00000179632	1	145159402	145162514	protein_coding	MAF1	8
ENSG00000179698	1	145162629	145173218	nonsense_mediated_decay+protein_coding+retained_intron	KIAA1875	8
ENSG00000179832	1	145202919	145316843	retained_intron+protein_coding+processed_transcript	HEATR7A	8
ENSG00000185122	1	145515280	145538385	protein_coding+processed_transcript+retained_intron	HSF1	8
ENSG00000185000	-1	145539954	145550573	processed_transcript+protein_coding+retained_intron	DGAT1	8
ENSG00000170616	-1	145556724	145559943	protein_coding	SCRT1	8
ENSG00000185803	1	145577795	145584932	protein_coding+processed_transcript+retained_intron+nonsense_mediated_decay	GPR172A	8
ENSG00000173137	1	145596790	145618457	processed_transcript+nonsense_mediated_decay+protein_coding	ADCK5	8
ENSG00000071894	-1	145618444	145634753	processed_transcript+protein_coding+retained_intron	CPSF1	8
ENSG00000147804	-1	145635126	145642279	processed_transcript+protein_coding	SLC39A4	8
ENSG00000160948	-1	145649000	145653931	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	VPS28	8
ENSG00000160949	-1	145654165	145669827	retained_intron+protein_coding	TONSL	8
ENSG00000187954	-1	145674965	145691060	retained_intron+protein_coding	CYHR1	8
ENSG00000167702	1	145691426	145699585	protein_coding+retained_intron+processed_transcript	KIFC2	8
ENSG00000160973	-1	145698795	145701718	protein_coding+processed_transcript	FOXH1	8
ENSG00000160972	1	145703352	145727504	retained_intron+processed_transcript+protein_coding+nonsense_mediated_decay	PPP1R16A	8
ENSG00000167701	1	145728356	145732557	protein_coding+retained_intron	GPT	8
ENSG00000167700	1	145734457	145736569	protein_coding+retained_intron	MFSD3	8
ENSG00000160957	-1	145736667	145743229	processed_transcript+retained_intron	RECQL4	8
ENSG00000160959	1	145743376	145750557	protein_coding+retained_intron+processed_transcript	LRRC14	8
ENSG00000213563	-1	145751117	145754516	protein_coding+nonsense_mediated_decay	C8orf82	8
ENSG00000147799	-1	145754563	145911194	protein_coding+processed_transcript	ARHGAP39	8
ENSG00000254533	-1	145923999	145924570	protein_coding	-	8
ENSG00000198169	-1	145946298	145981802	processed_transcript+protein_coding+retained_intron	ZNF251	8
ENSG00000196378	-1	145997611	146012730	protein_coding+retained_intron	ZNF34	8
ENSG00000161016	-1	146015150	146017972	retained_intron+nonsense_mediated_decay+processed_transcript+protein_coding	RPL8	8
ENSG00000197363	1	146024261	146036554	nonsense_mediated_decay+processed_transcript+retained_intron+protein_coding	ZNF517	8
ENSG00000147789	1	146052849	146072894	protein_coding+retained_intron+processed_transcript	ZNF7	8
ENSG00000170619	-1	146066427	146079121	nonsense_mediated_decay+protein_coding	COMMD5	8
ENSG00000196150	-1	146076632	146127553	nonsense_mediated_decay+protein_coding+retained_intron	ZNF250	8
ENSG00000170631	-1	146155744	146176274	protein_coding+retained_intron+nonsense_mediated_decay	ZNF16	8
ENSG00000196922	-1	146198975	146228281	protein_coding+retained_intron+processed_transcript	ZNF252	8
ENSG00000255559	1	146228197	146231432	protein_coding	C8orf77	8
ENSG00000182307	1	146277764	146281416	protein_coding+retained_intron	C8orf33	8
ENSG00000227518	1	27657	30891	antisense	MIR1302-10	9
ENSG00000183784	-1	213108	215893	protein_coding	C9orf66	9
ENSG00000107099	1	214854	465259	nonsense_mediated_decay+protein_coding+retained_intron+processed_transcript	DOCK8	9
ENSG00000226403	1	547317	549531	sense_intronic	-	9
ENSG00000107104	1	470291	746105	protein_coding+processed_transcript	KANK1	9
ENSG00000137090	1	841690	969090	protein_coding	DMRT1	9
ENSG00000064218	1	976964	991731	protein_coding	DMRT3	9
ENSG00000173253	1	1050354	1057552	protein_coding	DMRT2	9
ENSG00000080503	1	2015342	2193624	protein_coding+processed_transcript	SMARCA2	9
ENSG00000236404	-1	2422702	2622373	processed_transcript	-	9
ENSG00000147852	1	2621834	2654480	protein_coding+processed_transcript	VLDLR	9
ENSG00000168263	1	2717239	2730037	protein_coding	KCNV2	9
ENSG00000080608	-1	2720469	2844241	processed_transcript+protein_coding	KIAA0020	9
ENSG00000236511	1	3181589	3198517	processed_transcript	-	9
ENSG00000080298	-1	3218297	3526004	protein_coding	RFX3	9
ENSG00000237009	1	3898642	3901248	antisense	GLIS3-AS1	9
ENSG00000107249	-1	3824127	4348392	protein_coding+processed_transcript+retained_intron+nonsense_mediated_decay	GLIS3	9
ENSG00000228322	1	4299390	4306046	processed_transcript	-	9
ENSG00000106688	1	4490444	4587469	protein_coding+processed_transcript	SLC1A1	9
ENSG00000106686	-1	4553386	4666674	nonsense_mediated_decay+protein_coding+processed_transcript+retained_intron	C9orf68	9
ENSG00000205808	1	4662298	4665256	protein_coding	PPAPDC2	9
ENSG00000106993	1	4679559	4708398	protein_coding+processed_transcript	CDC37L1	9
ENSG00000147853	-1	4711155	4742043	protein_coding	AK3	9
ENSG00000243754	1	4860454	4885917	processed_transcript	-	9
ENSG00000096968	1	4985033	5128183	processed_transcript+protein_coding	JAK2	9
ENSG00000120210	-1	5163863	5185668	protein_coding	INSL6	9
ENSG00000120211	1	5231419	5235304	protein_coding	INSL4	9
ENSG00000107014	-1	5299868	5304969	protein_coding	RLN2	9
ENSG00000107018	-1	5334969	5339873	protein_coding+processed_transcript	RLN1	9
ENSG00000107020	-1	5357973	5437878	protein_coding+processed_transcript	C9orf46	9
ENSG00000120217	1	5450503	5470566	protein_coding+processed_transcript	CD274	9
ENSG00000197646	1	5510545	5571282	protein_coding	PDCD1LG2	9
ENSG00000107036	1	5629025	5776557	protein_coding+retained_intron+nonsense_mediated_decay	KIAA1432	9
ENSG00000099219	-1	5765076	5833117	nonsense_mediated_decay+processed_transcript+protein_coding+retained_intron	ERMP1	9
ENSG00000120215	1	5890802	5910606	protein_coding+processed_transcript	MLANA	9
ENSG00000183354	-1	5881596	6007901	nonsense_mediated_decay+processed_transcript+protein_coding	KIAA2026	9
ENSG00000137040	-1	6011043	6015618	protein_coding+processed_transcript	RANBP6	9
ENSG00000228739	1	6047360	6066714	lincRNA	-	9
ENSG00000137033	1	6215805	6257983	protein_coding+processed_transcript	IL33	9
ENSG00000170777	1	6328349	6331900	protein_coding	TPD52L3	9
ENSG00000147854	1	6413151	6507054	nonsense_mediated_decay+processed_transcript+protein_coding+retained_intron	UHRF2	9
ENSG00000215066	-1	6467618	6470375	protein_coding	C9orf38	9
ENSG00000178445	-1	6532464	6645650	protein_coding+processed_transcript	GLDC	9
ENSG00000225489	1	6716548	6727438	processed_transcript	-	9
ENSG00000107077	1	6720863	7175648	nonsense_mediated_decay+protein_coding+processed_transcript	KDM4C	9
ENSG00000137038	-1	7796490	7888380	protein_coding+processed_transcript	C9orf123	9
ENSG00000225706	1	8858130	8862255	processed_transcript	-	9
ENSG00000153707	-1	8314246	10612723	protein_coding+retained_intron+processed_transcript	PTPRD	9
ENSG00000107165	1	12685439	12710274	protein_coding+retained_intron+processed_transcript	TYRP1	9
ENSG00000235448	-1	12700100	12814344	processed_transcript	-	9
ENSG00000153714	1	12775020	12822130	protein_coding+processed_transcript	C9orf150	9
ENSG00000107186	-1	13105703	13279589	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	MPDZ	9
ENSG00000147862	-1	14081842	14398982	protein_coding+processed_transcript	NFIB	9
ENSG00000175893	-1	14615530	14693469	protein_coding+processed_transcript	ZDHHC21	9
ENSG00000147869	-1	14719722	14722715	protein_coding	CER1	9
ENSG00000164946	-1	14734664	14910993	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	FREM1	9
ENSG00000155158	-1	15170843	15307358	protein_coding+retained_intron+nonsense_mediated_decay	TTC39B	9
ENSG00000164975	1	15422702	15465951	protein_coding+nonsense_mediated_decay+processed_transcript	SNAPC3	9
ENSG00000164985	-1	15464064	15511017	protein_coding+processed_transcript	PSIP1	9
ENSG00000164989	1	15552895	16061661	protein_coding+processed_transcript	C9orf93	9
ENSG00000173068	-1	16416404	16870841	protein_coding+nonsense_mediated_decay+processed_transcript	BNC2	9
ENSG00000044459	1	17134980	17503921	processed_transcript+protein_coding	CNTLN	9
ENSG00000107295	1	17578953	17797127	processed_transcript+protein_coding	SH3GL2	9
ENSG00000178031	1	18473892	18910948	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	ADAMTSL1	9
ENSG00000155875	-1	18927656	19033251	protein_coding	FAM154A	9
ENSG00000155876	1	19049372	19051019	protein_coding	RRAGA	9
ENSG00000147874	-1	19053141	19103117	protein_coding	HAUS6	9
ENSG00000147872	-1	19108373	19149288	protein_coding+processed_transcript	PLIN2	9
ENSG00000137145	1	19288622	19374275	processed_transcript+protein_coding	DENND4C	9
ENSG00000137154	-1	19375713	19380252	protein_coding+processed_transcript	RPS6	9
ENSG00000155886	-1	19515978	19786926	protein_coding	SLC24A2	9
ENSG00000237434	1	20331444	20332275	processed_pseudogene	-	9
ENSG00000171843	-1	20341663	20622542	protein_coding+processed_transcript	MLLT3	9
ENSG00000188352	1	20658308	20995954	protein_coding	KIAA1797	9
ENSG00000188921	-1	20995306	21031635	protein_coding+processed_transcript	PTPLAD2	9
ENSG00000171855	-1	21077104	21077943	protein_coding	IFNB1	9
ENSG00000177047	-1	21140631	21142144	protein_coding	IFNW1	9
ENSG00000137080	-1	21165636	21166659	protein_coding	IFNA21	9
ENSG00000214042	-1	21201468	21202204	protein_coding	IFNA7	9
ENSG00000147873	-1	21304613	21305312	protein_coding	IFNA5	9
ENSG00000198642	-1	21329670	21335379	protein_coding	KLHL9	9
ENSG00000120235	-1	21349834	21351377	protein_coding	IFNA6	9
ENSG00000188379	-1	21384254	21385396	protein_coding	IFNA2	9
ENSG00000120242	1	21409146	21410184	protein_coding	IFNA8	9
ENSG00000197919	1	21440440	21441315	protein_coding	IFNA1	9
ENSG00000184995	-1	21480841	21482312	protein_coding	IFNE	9
ENSG00000171889	-1	21455641	21559668	processed_transcript	MIR31HG	9
ENSG00000099810	1	21802635	22032985	protein_coding+nonsense_mediated_decay+processed_transcript	MTAP	9
ENSG00000224854	1	21967137	21967738	protein_coding	C9orf53	9
ENSG00000147889	-1	21967751	21995300	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	CDKN2A	9
ENSG00000147883	-1	22002902	22009280	protein_coding	CDKN2B	9
ENSG00000240498	1	21994790	22121096	processed_transcript+antisense	CDKN2B-AS	9
ENSG00000176399	1	22446840	22452472	protein_coding	DMRTA1	9
ENSG00000107105	-1	23690102	23826335	protein_coding+processed_transcript	ELAVL2	9
ENSG00000198680	-1	25676396	25678856	protein_coding	TUSC1	9
ENSG00000120159	-1	26840683	26892802	protein_coding+nonsense_mediated_decay+processed_transcript	C9orf82	9
ENSG00000137055	-1	26904081	26947461	protein_coding+processed_transcript+retained_intron	PLAA	9
ENSG00000184434	-1	26993134	27005691	protein_coding+processed_transcript	LRRC19	9
ENSG00000096872	1	26947037	27062928	protein_coding+retained_intron	IFT74	9
ENSG00000120156	1	27109139	27230173	protein_coding+nonsense_mediated_decay	TEK	9
ENSG00000231459	-1	27245682	27282791	lincRNA	LINC00032	9
ENSG00000120160	-1	27284656	27297137	protein_coding+processed_transcript	C9orf11	9
ENSG00000227975	-1	27374215	27378942	protein_coding	C9orf35	9
ENSG00000120162	-1	27325207	27529779	protein_coding	MOB3B	9
ENSG00000147896	1	27524312	27526496	protein_coding	IFNK	9
ENSG00000147894	-1	27546544	27573864	protein_coding+processed_transcript	C9orf72	9
ENSG00000174482	-1	27948076	28670283	protein_coding+processed_transcript	LINGO2	9
ENSG00000122729	1	32384601	32450834	protein_coding	ACO1	9
ENSG00000107201	-1	32455300	32526322	protein_coding	DDX58	9
ENSG00000197579	-1	32540542	32552551	protein_coding	TOPORS	9
ENSG00000235453	1	32551142	32567003	processed_transcript	C9orf133	9
ENSG00000165264	-1	32552997	32573160	protein_coding	NDUFB6	9
ENSG00000241043	1	32566787	32568619	protein_coding	TIGD1L2	9
ENSG00000137074	-1	32972604	33025166	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	APTX	9
ENSG00000086061	1	33025209	33039905	protein_coding+processed_transcript	DNAJA1	9
ENSG00000122692	-1	33041762	33076665	protein_coding	SMU1	9
ENSG00000086062	-1	33104080	33167354	protein_coding	B4GALT1	9
ENSG00000122711	1	33218363	33248565	protein_coding	SPINK4	9
ENSG00000107262	-1	33247818	33264761	processed_transcript+retained_intron+protein_coding+nonsense_mediated_decay	BAG1	9
ENSG00000086065	1	33264940	33281977	protein_coding+processed_transcript	CHMP5	9
ENSG00000086102	1	33290509	33371155	protein_coding+processed_transcript	NFX1	9
ENSG00000165272	-1	33441152	33447609	protein_coding+processed_transcript	AQP3	9
ENSG00000165271	-1	33461439	33473941	protein_coding+processed_transcript	NOL6	9
ENSG00000226823	-1	33503653	33510709	unprocessed_pseudogene	-	9
ENSG00000230453	1	33524392	33573007	protein_coding+retained_intron+processed_transcript	ANKRD18B	9
ENSG00000231991	1	33624223	33625532	processed_pseudogene	ANXA2P2	9
ENSG00000010438	1	33750515	33799230	processed_transcript+protein_coding	PRSS3	9
ENSG00000107341	1	33817565	33920402	protein_coding	UBE2R2	9
ENSG00000137073	-1	33921691	34048947	protein_coding+processed_transcript+nonsense_mediated_decay	UBAP2	9
ENSG00000198876	-1	34086522	34127397	protein_coding+processed_transcript	DCAF12	9
ENSG00000165006	1	34179003	34252521	protein_coding	UBAP1	9
ENSG00000164978	1	34329504	34343709	protein_coding	NUDT2	9
ENSG00000164976	-1	34366668	34376851	protein_coding	KIAA1161	9
ENSG00000164972	-1	34379017	34397830	protein_coding+processed_transcript	C9orf24	9
ENSG00000164970	-1	34398182	34458568	protein_coding	C9orf25	9
ENSG00000122735	1	34457412	34520982	processed_transcript+protein_coding+nonsense_mediated_decay	DNAI1	9
ENSG00000168913	-1	34521038	34523039	protein_coding	ENHO	9
ENSG00000122756	-1	34551430	34590121	protein_coding	CNTFR	9
ENSG00000237159	1	34568013	34582827	antisense	-	9
ENSG00000137100	-1	34613548	34620515	processed_transcript+protein_coding+nonsense_mediated_decay	DCTN3	9
ENSG00000147955	-1	34634719	34637806	protein_coding+nonsense_mediated_decay+processed_transcript	SIGMAR1	9
ENSG00000213930	1	34638130	34651032	retained_intron+nonsense_mediated_decay+processed_transcript+protein_coding	GALT	9
ENSG00000137070	1	34650699	34661884	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	IL11RA	9
ENSG00000230074	1	34665662	34681295	antisense	-	9
ENSG00000172724	-1	34689564	34691274	protein_coding+processed_transcript	CCL19	9
ENSG00000137077	-1	34709002	34710121	protein_coding	CCL21	9
ENSG00000205108	-1	34723052	34729464	protein_coding	FAM205A	9
ENSG00000215204	-1	34830901	34838494	protein_coding+processed_transcript	FAM205B	9
ENSG00000187791	-1	34889244	34895775	processed_pseudogene	FAM205CP	9
ENSG00000178723	1	34917172	34918287	processed_pseudogene	GLULP4	9
ENSG00000122733	1	34957484	34984679	processed_transcript+nonsense_mediated_decay+protein_coding	KIAA1045	9
ENSG00000137094	1	34989638	34998897	protein_coding+nonsense_mediated_decay	DNAJB5	9
ENSG00000174038	1	35041092	35045988	protein_coding+nonsense_mediated_decay	C9orf131	9
ENSG00000165280	-1	35056061	35073246	protein_coding+retained_intron	VCP	9
ENSG00000165282	-1	35088685	35096591	protein_coding+processed_transcript	PIGO	9
ENSG00000165283	-1	35099888	35103154	processed_transcript+protein_coding+nonsense_mediated_decay	STOML2	9
ENSG00000005238	-1	35104109	35115999	protein_coding+processed_transcript	KIAA1539	9
ENSG00000198722	1	35161999	35405335	protein_coding+processed_transcript	UNC13B	9
ENSG00000179766	1	35406752	35483026	unprocessed_pseudogene+processed_transcript	ATP8B5P	9
ENSG00000198853	1	35490124	35561895	protein_coding+processed_transcript	RUSC2	9
ENSG00000215187	-1	35561828	35563896	processed_transcript+protein_coding+nonsense_mediated_decay	FAM166B	9
ENSG00000107140	1	35605281	35610038	protein_coding+processed_transcript	TESK1	9
ENSG00000137101	-1	35609530	35646807	protein_coding+processed_transcript	CD72	9
ENSG00000227933	1	35646267	35647096	antisense	-	9
ENSG00000137078	-1	35649292	35650937	protein_coding+processed_transcript	SIT1	9
ENSG00000159884	1	35658301	35661508	protein_coding	CCDC107	9
ENSG00000137135	-1	35658872	35675863	nonsense_mediated_decay+protein_coding+processed_transcript	C9orf100	9
ENSG00000107159	1	35673853	35681156	protein_coding+processed_transcript	CA9	9
ENSG00000198467	-1	35681989	35691017	protein_coding+processed_transcript	TPM2	9
ENSG00000137076	-1	35696945	35732392	protein_coding+processed_transcript+retained_intron	TLN1	9
ENSG00000107175	1	35732332	35737001	protein_coding+processed_transcript	CREB3	9
ENSG00000070610	-1	35736863	35749983	protein_coding+processed_transcript	GBA2	9
ENSG00000107185	1	35749203	35758572	protein_coding+retained_intron	RGP1	9
ENSG00000227388	1	35786643	35790429	antisense	-	9
ENSG00000159899	1	35792151	35809729	protein_coding+retained_intron+nonsense_mediated_decay	NPR2	9
ENSG00000137098	-1	35808042	35812269	retained_intron+processed_transcript+protein_coding+nonsense_mediated_decay	SPAG8	9
ENSG00000137133	-1	35812957	35815351	processed_transcript+protein_coding	HINT2	9
ENSG00000204930	-1	35816388	35828744	nonsense_mediated_decay+protein_coding	C9orf128	9
ENSG00000137103	1	35814448	35854844	protein_coding+processed_transcript	TMEM8B	9
ENSG00000196196	1	35906189	35907138	protein_coding	HRCT1	9
ENSG00000235387	1	35909480	35911683	processed_transcript	-	9
ENSG00000122718	-1	35957105	35958151	protein_coding	OR2S2	9
ENSG00000122707	1	36036430	36124448	protein_coding+processed_transcript	RECK	9
ENSG00000122694	1	36136730	36163910	processed_transcript+protein_coding	GLIPR2	9
ENSG00000185972	1	36169389	36171329	protein_coding	CCIN	9
ENSG00000159921	-1	36214438	36277053	protein_coding	GNE	9
ENSG00000122705	1	36190853	36304778	protein_coding+nonsense_mediated_decay+processed_transcript	CLTA	9
ENSG00000137075	-1	36336393	36487545	protein_coding+processed_transcript	RNF38	9
ENSG00000165304	1	36572859	36677678	protein_coding+processed_transcript	MELK	9
ENSG00000196092	-1	36833272	37034476	protein_coding+nonsense_mediated_decay+retained_intron	PAX5	9
ENSG00000233137	1	37079893	37090398	lincRNA	-	9
ENSG00000147905	1	37120536	37358146	protein_coding+processed_transcript	ZCCHC7	9
ENSG00000137106	1	37422663	37436987	processed_transcript+protein_coding+nonsense_mediated_decay	GRHPR	9
ENSG00000168795	-1	37438111	37465396	protein_coding	ZBTB5	9
ENSG00000137054	1	37485932	37503694	protein_coding	POLR1E	9
ENSG00000240336	1	37485959	37506561	processed_transcript	-	9
ENSG00000147912	-1	37510889	37588871	protein_coding+nonsense_mediated_decay+processed_transcript	FBXO10	9
ENSG00000070601	1	37650997	37746901	protein_coding	FRMPD1	9
ENSG00000165275	1	37753804	37778969	nonsense_mediated_decay+protein_coding+retained_intron	RG9MTD3	9
ENSG00000107371	-1	37766975	37801434	nonsense_mediated_decay+protein_coding+processed_transcript+retained_intron	EXOSC3	9
ENSG00000122741	1	37800499	37867663	protein_coding+processed_transcript	DCAF10	9
ENSG00000122696	-1	37879400	37904350	processed_transcript+protein_coding	MCART1	9
ENSG00000107338	-1	37919131	38069210	protein_coding	SHB	9
ENSG00000137124	1	38392661	38398658	protein_coding	ALDH1B1	9
ENSG00000180071	-1	38540566	38620657	protein_coding+processed_transcript	ANKRD18A	9
ENSG00000204860	1	38620471	38624987	processed_transcript+protein_coding	FAM201A	9
ENSG00000229697	-1	45034957	45047145	lincRNA	-	9
ENSG00000238113	1	66457285	66470542	processed_transcript	-	9
ENSG00000229422	-1	66493572	66494196	processed_pseudogene	-	9
ENSG00000234665	-1	66523532	66553911	processed_transcript	-	9
ENSG00000182021	-1	67017400	67032072	lincRNA	-	9
ENSG00000239684	-1	68371630	68372011	processed_pseudogene	PTGER4P3	9
ENSG00000203508	1	68408723	68414761	lincRNA	-	9
ENSG00000231242	-1	69082536	69108793	processed_transcript	-	9
ENSG00000154330	1	70971815	71145977	protein_coding+processed_transcript+retained_intron	PGM5	9
ENSG00000181778	-1	71151496	71155783	protein_coding	C9orf71	9
ENSG00000187866	1	71394964	71398609	protein_coding	FAM122A	9
ENSG00000107242	1	71320575	71624092	protein_coding+processed_transcript+nonsense_mediated_decay	PIP5K1B	9
ENSG00000165059	-1	71627469	71629039	protein_coding	PRKACG	9
ENSG00000165060	1	71650175	71715094	protein_coding	FXN	9
ENSG00000227410	1	71736209	71737148	processed_transcript	-	9
ENSG00000119139	1	71736224	71870124	protein_coding+processed_transcript	TJP2	9
ENSG00000135063	1	71939488	72007371	protein_coding+processed_transcript	FAM189A2	9
ENSG00000243888	-1	72043164	72043637	lincRNA	-	9
ENSG00000107282	-1	72045204	72287222	protein_coding+processed_transcript	APBA1	9
