Ensembl Gene ID	Strand	Gene Start (bp)	Gene End (bp)	Gene Biotype	HGNC symbol	Chromosome Name
ENSG00000260668	-1	64294474	64295143	pseudogene		16
ENSG00000229859	1	60970779	60980570	protein_coding	PGA3	11
ENSG00000168724	1	34929698	34959069	protein_coding	DNAJC21	5
ENSG00000259846	1	64398684	64634150	lincRNA		16
ENSG00000205571	1	69345350	69374349	protein_coding	SMN2	5
ENSG00000207141	-1	24821263	24821363	snRNA	RNU6-802P	14
ENSG00000206731	-1	27864910	27865036	snoRNA		2
ENSG00000073969	1	44668035	44834830	protein_coding	NSF	17
ENSG00000167380	1	44669226	44682534	protein_coding	ZNF226	19
ENSG00000258657	1	25064929	25126980	antisense		14
ENSG00000154760	-1	33762115	33775856	protein_coding	SLFN13	17
ENSG00000259859	1	64769828	64770707	lincRNA		16
ENSG00000184939	1	68563993	68609975	protein_coding	ZFP90	16
ENSG00000198108	1	129240165	129522327	protein_coding	CHSY3	5
ENSG00000115091	1	114647537	114720173	protein_coding	ACTR3	2
ENSG00000197601	1	13690217	13753893	protein_coding	FAR1	11
ENSG00000260187	1	64770691	64771183	pseudogene		16
ENSG00000258098	-1	25593693	25596204	lincRNA		14
ENSG00000213661	1	120951942	120952502	pseudogene		5
ENSG00000260068	1	64772226	64772467	pseudogene		16
ENSG00000121879	1	178865902	178957881	protein_coding	PIK3CA	3
ENSG00000257179	-1	25736270	25736542	pseudogene	HMGN2P6	14
ENSG00000166984	1	167559902	167610401	protein_coding	TCP10L2	6
ENSG00000249600	-1	121007068	121007567	pseudogene		5
ENSG00000259847	-1	65175659	65210616	lincRNA		16
ENSG00000270846	-1	28118983	28120062	pseudogene		2
ENSG00000247311	-1	121464457	121490551	antisense		5
ENSG00000150768	1	111895538	111935114	protein_coding	DLAT	11
ENSG00000250524	-1	24882052	24885570	lincRNA		5
ENSG00000108278	1	34842473	34855154	protein_coding	ZNHIT3	17
ENSG00000260834	-1	65224876	65268817	lincRNA		16
ENSG00000260364	1	65266959	65466723	lincRNA		16
ENSG00000179038	-1	66963391	66964638	protein_coding		11
ENSG00000260517	1	29127448	29229181	lincRNA		16
ENSG00000120160	-1	27284656	27297137	protein_coding	EQTN	9
ENSG00000249610	-1	121490191	121491710	antisense		5
ENSG00000265321	1	28219234	28219316	miRNA	MIR4263	2
ENSG00000261742	-1	65318402	65610203	lincRNA	LINC00922	16
ENSG00000166949	1	67356101	67487533	protein_coding	SMAD3	15
ENSG00000259807	-1	29228491	29231352	lincRNA		16
ENSG00000199911	1	24910703	24910804	misc_RNA		5
ENSG00000078589	1	78200829	78217451	protein_coding	P2RY10	X
ENSG00000196927	1	29259550	29261449	pseudogene		16
ENSG00000251413	-1	49832049	49833138	sense_intronic		10
ENSG00000270528	-1	28238644	28239349	pseudogene		2
ENSG00000207961	1	101526910	101527011	miRNA	MIR496	14
ENSG00000260953	-1	29273594	29275800	lincRNA		16
ENSG00000236800	-1	49872244	49880469	lincRNA		10
ENSG00000250803	1	121493063	121518353	pseudogene		5
ENSG00000198106	1	29262829	29519817	lincRNA	SNX29P2	16
ENSG00000228754	-1	49953590	49954173	pseudogene		10
ENSG00000251273	-1	25126414	25190765	lincRNA		5
ENSG00000172020	1	115342171	115440337	protein_coding	GAP43	3
ENSG00000261818	1	65614571	65680850	lincRNA		16
ENSG00000228403	1	50086067	50086694	sense_intronic		10
ENSG00000241577	-1	50092000	50143258	sense_overlapping		10
ENSG00000079263	1	231067826	231223762	protein_coding	SP140	2
ENSG00000104611	1	19171128	19253729	protein_coding	SH2D4A	8
ENSG00000223522	-1	28530558	28533326	antisense		2
ENSG00000165511	-1	45493146	45496336	protein_coding	C10orf25	10
ENSG00000120436	-1	167569759	167571817	protein_coding	GPR31	6
ENSG00000173020	1	67033881	67054027	protein_coding	ADRBK1	11
ENSG00000169213	-1	52373628	52456436	protein_coding	RAB3B	1
ENSG00000121152	1	97001525	97039583	protein_coding	NCAPH	2
ENSG00000260413	1	29323671	29342598	pseudogene		16
ENSG00000255692	1	120137573	120138816	protein_coding		12
ENSG00000141738	1	37894180	37903544	protein_coding	GRB7	17
ENSG00000169567	-1	130494720	130507428	protein_coding	HINT1	5
ENSG00000239178	-1	45948373	45948442	snRNA	RNU6-671P	12
ENSG00000135426	-1	55341802	55378530	protein_coding	TESPA1	12
ENSG00000273015	-1	46119510	46121558	lincRNA	LINC00938	12
ENSG00000271699	1	29362067	29381593	pseudogene		16
ENSG00000055130	1	148395006	148498128	protein_coding	CUL1	7
ENSG00000245662	1	25190791	25306281	lincRNA		5
ENSG00000053918	1	2465914	2870339	protein_coding	KCNQ1	11
ENSG00000164543	1	43622357	43666385	protein_coding	STK17A	7
ENSG00000112494	1	167684657	167729507	protein_coding	UNC93A	6
ENSG00000198692	1	22737611	22755040	protein_coding	EIF1AY	Y
ENSG00000265093	1	46267812	46268111	misc_RNA	RN7SL246P	12
ENSG00000108785	1	40698782	40700724	pseudogene	HSD17B1P1	17
ENSG00000270429	-1	46274733	46276049	pseudogene	KNOP1P2	12
ENSG00000164885	-1	150750899	150755617	protein_coding	CDK5	7
ENSG00000268809	-1	105882490	105882585	protein_coding		2
ENSG00000266962	-1	40704456	40706766	antisense		17
ENSG00000239397	-1	46397821	46398468	pseudogene		12
ENSG00000267189	1	40799852	40800161	pseudogene	ATP5LP7	17
ENSG00000120162	-1	27325207	27529779	protein_coding	MOB3B	9
ENSG00000254634	-1	29437121	29465435	pseudogene		16
ENSG00000267132	1	40800196	40800756	pseudogene	HMGB3P27	17
ENSG00000227077	1	18476045	18476415	pseudogene		17
ENSG00000225991	1	28531028	28531437	pseudogene		2
ENSG00000171847	-1	8373856	8380214	protein_coding	FAM90A1	12
ENSG00000251654	-1	25219082	25298721	lincRNA		5
ENSG00000128463	1	34517200	34522357	protein_coding	EMC4	15
ENSG00000267042	1	40831981	40834038	antisense		17
ENSG00000264948	-1	18508369	18508669	misc_RNA	RN7SL639P	17
ENSG00000262262	-1	18541332	18541683	pseudogene		17
ENSG00000135127	1	120427673	120532298	protein_coding	CCDC64	12
ENSG00000174977	1	18553508	18554855	pseudogene		17
ENSG00000135974	1	105953816	105965668	protein_coding	C2orf49	2
ENSG00000264885	-1	18570942	18572774	sense_intronic		17
ENSG00000240445	-1	18574259	18576186	pseudogene	FOXO3B	17
ENSG00000229951	-1	28607276	28617539	antisense		2
ENSG00000238639	-1	29448818	29448921	snoRNA		16
ENSG00000272139	-1	121646992	121647368	antisense		5
ENSG00000224126	1	18580574	18581070	pseudogene	UBE2SP2	17
ENSG00000260335	1	29460512	29460946	pseudogene		16
ENSG00000105507	-1	48533210	48547310	protein_coding	CABP5	19
ENSG00000147138	1	78426469	78427726	protein_coding	GPR174	X
ENSG00000265693	1	18607953	18608082	pseudogene		17
ENSG00000225354	1	96642311	96643100	pseudogene		10
ENSG00000110881	1	50451331	50477394	protein_coding	ASIC1	12
ENSG00000260280	1	29466412	29476283	sense_overlapping	SLX1B-SULT1A4	16
ENSG00000249621	-1	121656986	121659053	lincRNA		5
ENSG00000173064	-1	112597992	112819896	protein_coding	HECTD4	12
ENSG00000233377	-1	96700010	96700878	pseudogene	MTND4P20	10
ENSG00000249916	-1	121705457	121719263	antisense		5
ENSG00000164120	-1	175411328	175444305	protein_coding	HPGD	4
ENSG00000187535	-1	1560428	1662111	protein_coding	IFT140	16
ENSG00000260761	1	25319943	25321455	lincRNA		5
ENSG00000228460	-1	96766883	96767313	pseudogene	CYP2C59P	10
ENSG00000233665	-1	50184599	50201091	antisense		10
ENSG00000257691	1	29486385	29486676	pseudogene		16
ENSG00000205578	1	72707497	72716496	pseudogene	POM121B	7
ENSG00000241553	1	9834179	9849410	protein_coding	ARPC4	3
ENSG00000260863	1	96769431	96769569	pseudogene	CYP2C60P	10
ENSG00000226576	1	50192609	50226942	antisense		10
ENSG00000257506	1	29490200	29493912	pseudogene		16
ENSG00000147896	1	27524312	27526496	protein_coding	IFNK	9
ENSG00000264800	-1	50193557	50193632	miRNA	MIR4294	10
ENSG00000011052	1	49230951	49249105	protein_coding	NME2	17
ENSG00000248605	-1	25404842	25446034	lincRNA		5
ENSG00000078596	-1	78615881	78623164	protein_coding	ITM2A	X
ENSG00000205846	1	8608522	8630926	protein_coding	CLEC6A	12
ENSG00000234736	1	50329884	50359592	antisense	FAM170B-AS1	10
ENSG00000205534	-1	29538889	29606395	pseudogene		16
ENSG00000250328	-1	121772192	121814782	antisense		5
ENSG00000117602	1	24829387	24867530	protein_coding	RCAN3	1
ENSG00000124198	1	47538427	47653230	protein_coding	ARFGEF2	20
ENSG00000258588	1	5617955	5665628	protein_coding	TRIM6-TRIM34	11
ENSG00000270640	1	28619682	28619977	sense_intronic		2
ENSG00000112578	1	41888926	41900784	protein_coding	BYSL	6
ENSG00000200483	-1	132299808	132299913	snRNA	RNU6-1017P	12
ENSG00000206650	-1	69021014	69021155	snoRNA	SNORA70G	12
ENSG00000258096	1	46765246	46767561	antisense		12
ENSG00000205581	-1	40714241	40721573	protein_coding	HMGN1	21
ENSG00000256955	1	132341965	132348596	lincRNA		12
ENSG00000234925	-1	69036299	69036773	pseudogene		12
ENSG00000270210	1	28648812	28649586	lincRNA		2
ENSG00000096060	-1	35541362	35696360	protein_coding	FKBP5	6
ENSG00000187550	-1	56041100	56048456	protein_coding	SBK2	19
ENSG00000257261	1	46777462	46850051	lincRNA		12
ENSG00000232764	1	25171741	25172810	pseudogene	TRIM60P8Y	Y
ENSG00000227938	-1	28671034	28673051	lincRNA		2
ENSG00000124688	1	43597277	43608689	protein_coding	MAD2L1BP	6
ENSG00000120686	1	38923986	38937140	protein_coding	UFM1	13
ENSG00000255992	-1	132409281	132413896	lincRNA		12
ENSG00000062038	1	68670092	68756519	protein_coding	CDH3	16
ENSG00000117862	-1	52485803	52521843	protein_coding	TXNDC12	1
ENSG00000257496	-1	46778016	46780774	lincRNA		12
ENSG00000227268	-1	89618918	89623194	protein_coding	KLLN	10
ENSG00000233126	1	25195394	25197342	pseudogene	ZNF736P3Y	Y
ENSG00000147894	-1	27546544	27573864	protein_coding	C9orf72	9
ENSG00000272369	1	46931285	47046333	lincRNA		12
ENSG00000227251	1	25204177	25205333	pseudogene	TRIM60P9Y	Y
ENSG00000228890	-1	9555262	9558905	lincRNA	TTTY21	Y
ENSG00000272963	1	46986356	46987088	pseudogene	OR7A19P	12
ENSG00000271905	-1	132486235	132486320	miRNA		12
ENSG00000166527	1	8662071	8674962	protein_coding	CLEC4D	12
ENSG00000086544	1	41223008	41246765	protein_coding	ITPKC	19
ENSG00000120440	1	167738574	167772991	protein_coding	TTLL2	6
ENSG00000208892	1	132515769	132515904	snoRNA	SNORA49	12
ENSG00000201016	-1	25701326	25701433	snRNA	RNU6-374P	5
ENSG00000270018	1	112335140	112335710	lincRNA		12
ENSG00000271642	-1	47075854	47076496	pseudogene		12
ENSG00000157851	1	27070615	27173219	protein_coding	DPYSL5	2
ENSG00000205936	1	25525631	25538844	pseudogene	PPP1R12BP2	Y
ENSG00000229186	1	112337067	112340042	pseudogene	ADAM1A	12
ENSG00000258352	-1	47529281	47532153	pseudogene		12
ENSG00000251593	1	25909612	25911343	pseudogene	MSNP1	5
ENSG00000231274	-1	56052023	56056909	protein_coding	SBK3	19
ENSG00000257000	-1	132562348	132565005	antisense		12
ENSG00000251925	-1	25569246	25569383	snoRNA		Y
ENSG00000124788	-1	16299343	16761722	protein_coding	ATXN1	6
ENSG00000256804	-1	132611006	132611309	pseudogene		12
ENSG00000212855	1	9578193	9596085	lincRNA	TTTY2	Y
ENSG00000242915	-1	28683123	28683228	pseudogene	SNRPGP7	2
ENSG00000225189	1	25608612	25618427	pseudogene	REREP1Y	Y
ENSG00000256576	-1	132671287	132674240	lincRNA		12
ENSG00000184454	1	24882602	24935819	protein_coding	NCMAP	1
ENSG00000151327	1	35514113	35582336	protein_coding	FAM177A1	14
ENSG00000165655	-1	77157588	77161664	protein_coding	ZNF503	10
ENSG00000233969	1	119808399	119826118	lincRNA		7
ENSG00000251538	-1	121964647	122066380	lincRNA		5
ENSG00000187021	1	118349897	118368687	protein_coding	PNLIPRP1	10
ENSG00000230730	-1	28856148	28887406	antisense		2
ENSG00000252023	1	120312925	120313029	snRNA	RNU6-581P	7
ENSG00000230073	1	25669468	25671516	pseudogene		Y
ENSG00000165512	1	45495923	45500774	protein_coding	ZNF22	10
ENSG00000236208	-1	50504157	50507063	antisense	C10orf71-AS1	10
ENSG00000259015	1	73427303	73428701	pseudogene		14
ENSG00000222560	1	26012998	26013134	snRNA	RNU4-43P	5
ENSG00000231295	-1	120386792	120392568	antisense		7
ENSG00000218891	-1	56088899	56092211	protein_coding	ZNF579	19
ENSG00000256312	1	132674758	132675542	lincRNA		12
ENSG00000222232	1	28906842	28906949	rRNA	RNA5SP89	2
ENSG00000105499	-1	48551100	48614074	protein_coding	PLA2G4C	19
ENSG00000101695	1	29598335	29653176	protein_coding	RNF125	18
ENSG00000119333	-1	131395940	131419066	protein_coding	WDR34	9
ENSG00000202225	-1	120621480	120621607	rRNA	RNA5SP240	7
ENSG00000215540	-1	25683455	25693089	pseudogene		Y
ENSG00000171862	1	89622870	89731687	protein_coding	PTEN	10
ENSG00000234927	1	120690981	120691257	pseudogene	HMGN1P18	7
ENSG00000135622	1	74881355	74909186	protein_coding	SEMA4F	2
ENSG00000249099	-1	26382628	26399928	lincRNA		5
ENSG00000256574	-1	45798102	45811056	protein_coding	OR13A1	10
ENSG00000185527	-1	79617489	79630142	protein_coding	PDE6G	17
ENSG00000118855	1	158449987	158547508	protein_coding	MFSD1	3
ENSG00000212628	-1	120723754	120723867	rRNA	RNA5SP241	7
ENSG00000256943	1	132851977	132854915	antisense		12
ENSG00000203690	-1	167770521	167797998	protein_coding	TCP10	6
ENSG00000207090	-1	120835002	120835111	snRNA	RNU6-517P	7
ENSG00000179943	-1	56102746	56113336	protein_coding	FIZ1	19
ENSG00000213310	1	121038506	121038821	pseudogene	CYCSP19	7
ENSG00000235939	1	50627323	50680949	antisense		10
ENSG00000226833	-1	28931819	28959071	antisense		2
ENSG00000150773	-1	111934734	111944998	protein_coding	PIH1D2	11
ENSG00000240058	1	122011490	122012450	pseudogene	ARGFXP1	5
ENSG00000271237	1	50759354	50760698	pseudogene		10
ENSG00000188493	-1	41246761	41257458	protein_coding	C19orf54	19
ENSG00000212114	-1	122112126	122112222	miRNA		5
ENSG00000227371	1	121059126	121059899	pseudogene		7
ENSG00000252295	1	122131820	122131922	snoRNA		5
ENSG00000165066	-1	41502697	41508855	protein_coding	NKX6-3	8
ENSG00000091527	1	133292574	133309105	protein_coding	CDV3	3
ENSG00000171794	1	135043778	135045062	protein_coding	UTF1	10
ENSG00000260686	1	122168051	122170228	sense_overlapping		5
ENSG00000226389	1	50979887	50981345	pseudogene		10
ENSG00000181786	-1	8807751	8809172	protein_coding	ACTL9	19
ENSG00000236647	1	25695956	25697532	pseudogene		Y
ENSG00000101349	-1	9518036	9819689	protein_coding	PAK7	20
ENSG00000234985	-1	121080888	121081315	pseudogene		7
ENSG00000198315	1	28109688	28127250	protein_coding	ZKSCAN8	6
ENSG00000230571	1	26669455	26669845	pseudogene		5
ENSG00000166523	-1	8685901	8693559	protein_coding	CLEC4E	12
ENSG00000260004	-1	65635004	65635601	lincRNA		16
ENSG00000147408	-1	19261672	19615540	protein_coding	CSGALNACT1	8
ENSG00000199015	1	101528343	101528476	miRNA	MIR377	14
ENSG00000151650	1	135050908	135055433	protein_coding	VENTX	10
ENSG00000225466	1	25727742	25760787	pseudogene	OFD1P10Y	Y
ENSG00000260695	-1	65895015	65897687	lincRNA		16
ENSG00000248426	-1	26669820	26670098	pseudogene		5
ENSG00000216179	1	101530832	101530915	miRNA	MIR541	14
ENSG00000261234	-1	65972092	65972356	pseudogene		16
ENSG00000199107	1	101531637	101531715	miRNA	MIR409	14
ENSG00000199012	1	101531784	101531874	miRNA	MIR412	14
ENSG00000181733	1	8841316	8842371	protein_coding	OR2Z1	19
ENSG00000256542	1	132853935	132855447	antisense		12
ENSG00000250703	-1	26670443	26670590	pseudogene		5
ENSG00000186687	1	130506503	130541119	protein_coding	LYRM7	5
ENSG00000239103	-1	122345237	122345335	snoRNA		5
ENSG00000237885	1	96791397	96791805	pseudogene		10
ENSG00000199025	1	101531918	101532024	miRNA	MIR369	14
ENSG00000263432	-1	122358184	122358478	misc_RNA	RN7SL689P	5
ENSG00000231829	-1	96901682	96928182	lincRNA		10
ENSG00000199092	1	101532249	101532328	miRNA	MIR410	14
ENSG00000221690	-1	121214723	121214808	miRNA		7
ENSG00000273233	-1	29033147	29033572	lincRNA		2
ENSG00000207959	1	101533061	101533138	miRNA	MIR656	14
ENSG00000227743	-1	121283388	121290414	lincRNA		7
ENSG00000224169	-1	25803986	25805205	pseudogene	HSFY6P	Y
ENSG00000225533	1	96943410	96943974	pseudogene	PAWRP1	10
ENSG00000249996	1	122371966	122390362	antisense		5
ENSG00000252704	1	121376497	121376779	misc_RNA	RN7SKP277	7
ENSG00000234026	-1	96988000	96990901	antisense		10
ENSG00000163013	-1	73481810	73511559	protein_coding	FBXO41	2
ENSG00000223403	1	101536248	101539274	lincRNA	MEG9	14
ENSG00000223407	-1	25805613	25813969	pseudogene	USP9YP18	Y
ENSG00000150893	1	39261266	39460074	protein_coding	FREM2	13
ENSG00000251033	-1	26711660	26750106	lincRNA		5
ENSG00000247363	-1	69068151	69081535	lincRNA		12
ENSG00000233272	-1	121482422	121485185	pseudogene	PNPT1P2	7
ENSG00000214362	1	97354355	97355129	pseudogene		10
ENSG00000263654	1	122406477	122406773	misc_RNA	RN7SL711P	5
ENSG00000258275	1	25826970	25827895	pseudogene	OR7K1P	14
ENSG00000144278	1	154728426	155310361	protein_coding	GALNT13	2
ENSG00000181016	1	112120908	112131117	protein_coding	LSMEM1	7
ENSG00000134758	1	29671818	29711524	protein_coding	RNF138	18
ENSG00000229183	1	60989688	61018929	protein_coding	PGA4	11
ENSG00000133422	-1	31321117	31364284	protein_coding	MORC2	22
ENSG00000258659	1	5640994	5665628	protein_coding	TRIM34	11
ENSG00000255916	1	132906436	132908161	antisense		12
ENSG00000257976	-1	25900399	25901440	pseudogene		14
ENSG00000230805	-1	101540206	101544247	lincRNA		14
ENSG00000264994	1	29136530	29136614	snoRNA	SNORD92	2
ENSG00000131470	-1	40724333	40729849	protein_coding	PSMC3IP	17
ENSG00000223652	-1	122422943	122425994	antisense		5
ENSG00000160570	-1	42702750	42724292	protein_coding	DEDD2	19
ENSG00000212270	-1	26275854	26275918	snoRNA		14
ENSG00000241825	1	69078375	69080088	pseudogene	RPL7P42	12
ENSG00000167785	-1	8920380	8943004	protein_coding	ZNF558	19
ENSG00000257986	-1	26305064	26612511	lincRNA		14
ENSG00000146521	-1	168185217	168197539	protein_coding	C6orf123	6
ENSG00000226688	-1	97512963	97849995	antisense	ENTPD1-AS1	10
ENSG00000249616	-1	26739862	26741292	pseudogene		5
ENSG00000212037	-1	26641372	26641464	miRNA		14
ENSG00000233560	1	69099414	69100846	pseudogene	KRT8P39	12
ENSG00000265145	1	29149933	29150010	snoRNA	SNORD53	2
ENSG00000257503	1	26677242	26677630	pseudogene	CYB5AP5	14
ENSG00000259004	1	101587193	101589879	lincRNA		14
ENSG00000115641	-1	105974169	106054970	protein_coding	FHL2	2
ENSG00000174482	-1	27948076	28670283	protein_coding	LINGO2	9
ENSG00000213655	1	122571773	122572064	pseudogene		5
ENSG00000206761	-1	101611818	101612032	snoRNA		14
ENSG00000232354	-1	42548016	42574750	antisense	VIPR1-AS1	3
ENSG00000225005	1	72728107	72729213	pseudogene		7
ENSG00000256678	-1	69198791	69199259	pseudogene		12
ENSG00000258681	-1	101683709	101684578	pseudogene		14
ENSG00000262119	-1	27061953	27063723	sense_intronic		14
ENSG00000198841	-1	52497775	52499488	protein_coding	KTI12	1
ENSG00000222224	-1	29150109	29150206	misc_RNA		2
ENSG00000256325	1	69221898	69222333	antisense		12
ENSG00000206709	-1	72753097	72753203	snRNA	RNU6-1080P	7
ENSG00000258497	1	101723669	101744655	lincRNA		14
ENSG00000269155	1	168196210	168198927	protein_coding		6
ENSG00000207261	1	27111676	27111781	snRNA	RNU6-738P	5
ENSG00000202035	-1	72818118	72818219	misc_RNA		7
ENSG00000257842	1	27067618	27275673	antisense	NOVA1-AS1	14
ENSG00000250539	-1	122736616	122738038	pseudogene	KRT8P33	5
ENSG00000252713	1	72921538	72921604	snRNA	RNU6-1198P	7
ENSG00000115896	1	198669426	199437305	protein_coding	PLCL1	2
ENSG00000265724	1	73125647	73125727	miRNA	MIR4284	7
ENSG00000129845	-1	9590765	9611898	lincRNA	TTTY1	Y
ENSG00000241709	-1	73146901	73147201	misc_RNA	RN7SL265P	7
ENSG00000249400	-1	122804475	122805123	pseudogene	HMGB3P17	5
ENSG00000265706	1	29150849	29150926	snoRNA		2
ENSG00000135517	-1	56843286	56862950	protein_coding	MIP	12
ENSG00000177192	1	132413745	132428406	protein_coding	PUS1	12
ENSG00000225969	1	73149368	73150384	antisense	LINC00035	7
ENSG00000230084	-1	42643455	42695880	antisense		3
ENSG00000248490	-1	27412720	27436518	lincRNA		5
ENSG00000226469	1	112364822	112366821	pseudogene	ADAM1B	12
ENSG00000270584	1	156056241	156056496	pseudogene		7
ENSG00000200283	-1	29195280	29195387	misc_RNA		2
ENSG00000202105	-1	122846130	122846231	misc_RNA		5
ENSG00000228569	-1	156225217	156228527	lincRNA		7
ENSG00000239193	-1	29550583	29550686	snoRNA		16
ENSG00000267765	-1	40835205	40851484	antisense		17
ENSG00000261467	1	73400322	73403097	lincRNA		7
ENSG00000175183	-1	77252495	77272840	protein_coding	CSRP2	12
ENSG00000266758	-1	29610500	29610586	miRNA	MIR3680-2	16
ENSG00000266758	-1	29610500	29610586	miRNA	MIR3680-1	16
ENSG00000233878	-1	156230483	156238282	lincRNA		7
ENSG00000079215	1	36606457	36688436	protein_coding	SLC1A3	5
ENSG00000114395	1	50388126	50395891	protein_coding	CYB561D2	3
ENSG00000146285	-1	108025308	108145521	protein_coding	SCML4	6
ENSG00000263957	-1	29304136	29304217	miRNA		2
ENSG00000235275	1	122971804	122973097	pseudogene	KRT18P16	5
ENSG00000260727	-1	29624425	29624961	pseudogene	SLC7A5P1	16
ENSG00000239671	1	40866317	40866661	pseudogene		17
ENSG00000232415	-1	73473906	73476614	antisense		7
ENSG00000250862	-1	123556272	123556770	pseudogene	HMGB1P29	5
ENSG00000115008	-1	113531492	113542167	protein_coding	IL1A	2
ENSG00000240203	-1	42717684	42717983	misc_RNA	RN7SL567P	3
ENSG00000260133	-1	29630106	29647649	pseudogene	CA5AP1	16
ENSG00000207741	1	73605528	73605624	miRNA	MIR590	7
ENSG00000106603	-1	43648055	43769316	protein_coding	COA1	7
ENSG00000230970	1	42744145	42748154	antisense	HHATL-AS1	3
ENSG00000258460	-1	101798853	101800668	lincRNA		14
ENSG00000250151	1	9834766	9877085	protein_coding	ARPC4-TTLL3	3
ENSG00000252538	-1	73672856	73672946	snRNA	RNU6-1070P	7
ENSG00000133226	1	24958207	24999758	protein_coding	SRRM1	1
ENSG00000238391	-1	73901758	73901870	rRNA	RNA5SP233	7
ENSG00000259023	-1	101872324	101874259	lincRNA	LINC00524	14
ENSG00000260514	1	29635838	29636146	pseudogene		16
ENSG00000252378	1	73985677	73985754	miRNA		7
ENSG00000173811	1	42774067	42788260	antisense	CCDC13-AS1	3
ENSG00000182648	-1	156264890	156433286	processed_transcript	LINC01006	7
ENSG00000259082	1	101908413	101910652	lincRNA		14
ENSG00000222375	-1	29742372	29742725	misc_RNA	RN7SKP127	16
ENSG00000253807	-1	123641923	123740772	lincRNA	LINC01170	5
ENSG00000151651	-1	135075907	135090372	protein_coding	ADAM8	10
ENSG00000273069	1	74021239	74021625	lincRNA		7
ENSG00000214578	-1	40904898	40905817	pseudogene	HMGN2P15	17
ENSG00000260719	1	29756568	29759620	antisense		16
ENSG00000250337	1	27472399	27496508	lincRNA	LINC01021	5
ENSG00000100593	-1	77940740	77965210	protein_coding	ISM2	14
ENSG00000225611	1	42812104	42815127	antisense		3
ENSG00000262756	1	29793246	29794294	lincRNA		16
ENSG00000232729	-1	74103273	74143339	processed_transcript		7
ENSG00000251421	1	123731296	123736088	lincRNA		5
ENSG00000239544	-1	73430353	73430716	pseudogene		14
ENSG00000185565	-1	115521235	117716095	protein_coding	LSAMP	3
ENSG00000235288	-1	42846696	42893920	antisense		3
ENSG00000259952	-1	29817817	29819053	antisense		16
ENSG00000108479	-1	73747675	73761792	protein_coding	GALK1	17
ENSG00000241487	-1	73507329	73507622	misc_RNA	RN7SL586P	14
ENSG00000176422	1	56862301	56864763	protein_coding	SPRYD4	12
ENSG00000134717	1	52521797	52556388	protein_coding	BTF3L4	1
ENSG00000258813	-1	73525139	73526123	lincRNA		14
ENSG00000238045	-1	29819966	29823306	antisense		16
ENSG00000119335	1	131445703	131458679	protein_coding	SET	9
ENSG00000273328	1	42850906	42949597	processed_transcript		3
ENSG00000197291	-1	40905932	40913275	lincRNA	RAMP2-AS1	17
ENSG00000226660	1	142000747	142001255	TR_V_gene	TRBV2	7
ENSG00000201999	1	66335712	66335843	rRNA	RNA5SP428	16
ENSG00000251662	1	123731640	123736348	lincRNA		5
ENSG00000236459	1	42930853	42931798	pseudogene	HNRNPA1P22	3
ENSG00000246898	1	66442427	66446038	lincRNA	LINC00920	16
ENSG00000261962	-1	29820250	29831687	antisense		16
ENSG00000259166	1	101913979	101923454	lincRNA		14
ENSG00000232210	-1	74155796	74156460	pseudogene	PHBP15	7
ENSG00000258448	-1	73534816	73535326	pseudogene		14
ENSG00000235833	-1	98140412	98141439	pseudogene		2
ENSG00000132623	1	9966774	10037410	protein_coding	ANKEF1	20
ENSG00000206552	-1	42975744	42978277	antisense	KRBOX1-AS1	3
ENSG00000131115	1	44711700	44741421	protein_coding	ZNF227	19
ENSG00000259109	1	73656471	73656712	pseudogene		14
ENSG00000260146	-1	66484901	66485254	pseudogene		16
ENSG00000141540	1	72209653	72258155	protein_coding	TTYH2	17
ENSG00000184378	-1	169484709	169487683	protein_coding	ACTRT3	3
ENSG00000258376	-1	73710726	73712687	antisense		14
ENSG00000261690	-1	29829301	29832573	antisense		16
ENSG00000261656	-1	66503699	66515133	antisense		16
ENSG00000105929	-1	138391040	138484305	protein_coding	ATP6V0A4	7
ENSG00000196850	-1	110969120	111021125	protein_coding	PPTC7	12
ENSG00000237702	1	142008365	142008871	TR_V_gene	TRBV3-1	7
ENSG00000248600	1	123791066	123795791	lincRNA		5
ENSG00000258498	-1	102018558	102026768	lincRNA	DIO3OS	14
ENSG00000173681	-1	19930978	19988416	protein_coding	CXorf23	X
ENSG00000272104	1	50388323	50405354	protein_coding		3
ENSG00000252839	-1	73713526	73713588	snRNA	RNU6-419P	14
ENSG00000260785	-1	69093916	69198318	lincRNA	CASC17	17
ENSG00000260755	1	66543340	66543951	lincRNA		16
ENSG00000258944	-1	73738890	73740789	antisense		14
ENSG00000229224	-1	29319709	29320391	antisense		2
ENSG00000261519	1	66583183	66585092	lincRNA		16
ENSG00000129933	1	19431490	19469563	protein_coding	MAU2	19
ENSG00000211710	1	142013007	142013489	TR_V_gene	TRBV4-1	7
ENSG00000133115	-1	39540062	39565203	protein_coding	STOML3	13
ENSG00000251214	-1	123795605	123796242	lincRNA		5
ENSG00000260650	-1	66613886	66614619	antisense		16
ENSG00000229870	1	51023142	51023608	pseudogene		10
ENSG00000251393	1	73929129	73943880	processed_transcript		14
ENSG00000266310	-1	29726773	29726859	miRNA		2
ENSG00000155749	-1	202152994	202222121	protein_coding	ALS2CR12	2
ENSG00000260465	1	66754800	66765688	antisense		16
